t09,t10,t19,t20,t17,t21,t22,t42,t38,t39,t40,t36,t35,t32,t43,t44,t30,t46,t69,t55,t31,t70,t65,t56,t47,t37,t62,t64,t11,t05,t15,t13,t52,t41,t24,t23,t34,t26,t27,t71,t28,t48,t68,t59,t16,t45,t66,t14,t29,t25,t60,t18,t33,t12,t57,t58,t06,t04,t07,t01,t02,t08,t03,label
0,5,0,4,6,8,4,11,0,16,7,23,0,8,12,12,0,10,0,16,0,4,10,21,4,5,9,0,2,3,2,0,3,3,2,2,1,2,2,0,2,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_19
4,5,1,2,5,10,3,13,2,15,3,17,2,6,13,13,4,4,1,9,1,1,7,14,3,2,6,6,4,4,4,2,3,5,5,5,2,5,5,2,3,4,4,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_190
1,5,1,5,6,7,3,9,1,4,5,7,0,0,1,1,0,7,3,0,0,1,8,0,3,2,4,0,1,0,0,0,0,0,3,3,1,3,3,1,2,3,3,0,0,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Anomalous_191
3,5,2,4,6,6,4,10,3,8,6,17,0,0,2,2,2,8,4,12,0,5,10,14,4,4,4,0,3,2,2,0,0,0,2,2,5,2,2,0,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_192
0,5,0,4,4,6,4,10,0,9,5,11,0,3,4,4,0,6,7,6,0,2,9,10,2,4,4,0,1,1,1,0,6,4,2,2,2,2,2,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_193
0,5,0,1,1,5,4,14,0,7,0,10,0,0,4,4,0,5,3,4,0,1,5,3,1,0,1,0,5,4,7,0,0,0,1,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_194
3,5,1,5,7,7,3,15,3,11,7,17,3,5,3,3,2,9,2,8,3,3,9,10,5,5,7,4,3,4,2,0,1,8,3,3,3,3,3,0,3,4,4,5,2,2,2,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,Anomalous_195
1,5,0,5,7,6,3,10,1,22,9,29,0,9,6,6,1,5,1,5,0,0,5,4,4,4,4,0,3,4,1,0,0,4,2,2,6,2,2,0,2,4,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anomalous_196
3,5,2,4,6,7,3,13,3,12,7,17,1,8,9,9,3,9,2,12,4,3,9,14,3,5,6,5,1,1,1,1,3,7,3,3,3,3,3,1,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_197
0,5,0,3,6,9,5,14,0,5,0,7,0,1,3,3,0,12,5,17,0,5,8,11,10,10,10,0,5,2,3,0,7,6,4,4,5,4,4,1,3,10,10,0,3,4,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_198
4,5,1,2,5,10,3,13,2,15,3,17,2,6,13,13,4,4,1,9,1,1,7,14,3,2,6,6,4,4,4,2,3,5,5,5,2,5,5,2,3,4,4,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_199
0,5,0,5,5,5,3,12,0,10,6,11,0,4,3,3,0,7,1,12,0,1,7,13,3,5,5,0,1,1,0,0,6,7,1,1,2,1,1,0,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_2
0,5,0,3,3,5,3,9,0,14,7,17,0,6,2,2,0,12,5,20,0,2,12,21,5,3,5,0,2,4,4,0,8,4,0,0,4,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_20
4,5,4,5,5,5,3,5,4,12,3,17,5,4,3,3,0,13,3,17,8,5,11,15,4,7,8,7,0,0,0,0,6,0,1,1,2,1,1,0,1,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_21
0,5,0,4,5,5,2,6,0,12,6,15,0,0,5,5,0,6,4,4,0,3,9,10,5,4,6,0,3,4,2,0,0,0,2,2,3,2,2,0,2,4,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_22
2,5,0,4,6,6,2,7,2,12,5,16,1,3,8,8,2,7,2,8,1,3,7,10,4,4,7,4,4,4,2,1,4,1,2,2,3,2,2,0,2,6,6,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_23
0,5,0,3,5,5,1,5,0,9,2,10,0,0,4,4,0,8,2,5,0,5,8,5,3,0,3,0,3,4,3,0,0,0,2,2,5,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_24
0,5,0,4,4,5,1,5,0,15,4,19,0,7,2,2,0,12,3,14,0,3,12,14,4,4,6,0,2,0,2,0,4,1,2,2,6,2,2,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_25
3,5,1,3,5,8,6,18,2,8,3,10,2,2,4,4,2,6,5,9,1,1,9,12,4,4,5,2,4,2,3,1,5,11,2,2,2,2,2,1,1,4,4,3,2,2,2,3,0,0,1,3,1,1,2,1,0,0,0,0,0,0,0,Anomalous_26
3,5,3,5,6,5,3,8,3,8,5,15,0,0,0,0,2,7,2,8,0,2,7,6,2,2,3,2,1,1,0,0,0,0,1,1,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_27
3,5,2,5,5,5,1,12,2,12,2,18,5,5,4,4,1,10,4,12,3,2,16,18,13,15,17,10,2,0,2,0,4,8,2,2,4,2,2,1,1,17,17,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Anomalous_28
0,5,0,4,6,7,2,8,0,7,5,12,0,2,2,2,0,9,6,7,0,4,9,6,4,4,8,0,1,0,1,0,1,1,5,5,2,5,5,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_29
3,5,1,2,4,5,1,5,2,18,7,20,1,12,4,4,3,5,2,7,1,0,6,7,4,3,4,2,4,6,5,2,2,1,2,2,8,2,2,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_3
3,5,2,5,7,8,4,11,2,7,3,7,0,2,1,1,3,4,2,6,0,4,6,6,0,0,2,2,2,2,0,0,4,4,2,2,4,2,2,1,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anomalous_30
2,5,1,4,5,5,2,6,2,8,1,11,1,3,4,4,1,9,4,15,0,2,9,14,2,3,3,1,3,0,1,0,10,1,3,3,3,3,3,0,3,3,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_31
2,5,0,5,6,5,1,6,2,10,3,14,2,4,6,6,2,10,1,12,0,0,10,14,6,6,9,2,4,3,0,0,1,2,2,2,3,2,2,1,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_32
0,5,0,5,5,7,3,6,0,4,1,6,0,0,1,1,0,5,2,1,0,4,6,1,1,2,3,0,1,2,1,0,0,0,3,3,2,3,3,2,1,3,3,0,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_33
3,5,1,4,5,6,2,7,3,6,5,8,2,2,2,2,1,8,4,10,1,3,9,12,5,5,5,3,4,2,2,0,6,2,3,3,3,3,3,1,2,5,5,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anomalous_34
4,5,1,2,5,10,3,13,2,15,3,17,2,6,13,13,4,4,1,9,1,1,7,14,3,2,6,6,4,4,4,2,3,5,5,5,2,5,5,2,3,4,4,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_35
0,5,0,3,5,6,2,5,0,6,4,9,0,2,3,3,0,5,3,8,0,3,10,13,5,5,6,0,4,3,2,0,5,1,3,3,4,3,3,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_36
0,5,0,5,5,5,2,12,0,14,7,16,0,0,2,2,0,7,0,2,0,2,7,4,4,7,7,0,3,2,0,0,0,0,1,1,2,1,1,0,1,6,6,0,2,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_37
0,5,0,5,8,8,4,8,0,6,7,7,0,2,3,3,0,12,4,27,0,11,11,28,10,7,11,0,2,3,1,0,16,2,4,4,3,4,4,2,2,7,7,0,2,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_38
3,5,1,4,6,6,2,6,1,9,7,15,0,0,2,2,3,7,5,0,0,4,10,0,4,6,8,2,2,1,1,1,0,0,3,3,3,3,3,2,1,6,6,0,0,3,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_39
0,5,0,4,5,6,3,7,0,7,2,9,0,3,5,5,0,5,5,8,0,5,8,10,3,1,3,0,2,3,2,0,10,2,3,3,2,3,3,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_4
0,5,0,5,7,5,2,7,0,17,10,22,0,0,6,6,0,10,7,0,0,1,12,0,3,5,5,0,2,1,0,0,0,0,3,3,4,3,3,0,3,4,4,0,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_40
0,5,0,5,6,7,5,10,0,14,7,22,0,8,9,9,0,11,0,20,0,5,12,21,5,8,8,0,1,1,0,0,9,3,2,2,2,2,2,0,2,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_41
0,5,0,4,9,11,5,18,0,10,4,14,0,7,2,2,0,3,1,4,0,0,4,3,3,1,3,0,4,2,2,0,2,9,6,6,8,6,6,2,4,2,2,0,2,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_42
1,5,0,5,6,6,3,14,1,19,2,26,2,8,14,14,0,6,2,3,0,2,5,2,0,3,4,1,3,1,0,0,1,8,3,3,1,3,3,0,3,2,2,0,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_43
3,5,1,3,5,8,6,18,2,8,3,10,2,2,4,4,2,6,5,9,1,1,9,12,4,4,5,2,4,2,3,1,5,11,2,2,2,2,2,1,1,4,4,3,2,2,2,3,0,0,1,3,1,1,2,1,0,0,0,0,0,0,0,Anomalous_44
4,5,4,5,5,5,3,5,4,12,3,17,5,4,3,3,0,13,3,17,8,5,11,15,4,7,8,7,0,0,0,0,6,0,1,1,2,1,1,0,1,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_45
1,5,0,5,7,7,3,8,1,5,4,6,0,0,2,2,1,6,1,5,0,3,7,5,2,3,3,1,3,3,0,0,0,0,2,2,4,2,2,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_46
5,5,1,4,5,6,3,14,5,11,0,16,5,5,8,8,2,6,2,4,1,2,6,3,2,1,3,3,4,1,2,1,1,8,2,2,1,2,2,0,2,2,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Anomalous_47
4,5,2,4,4,5,3,9,3,14,5,19,4,8,3,3,0,7,4,6,2,1,7,6,3,1,3,2,2,4,0,0,3,4,2,2,6,2,2,0,2,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,4,1,0,0,0,0,Anomalous_48
1,5,0,4,4,6,4,8,1,7,4,7,0,0,4,4,1,7,2,8,0,1,7,8,4,4,4,1,3,2,1,1,0,2,0,0,2,0,0,0,0,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_49
0,5,0,5,7,7,4,13,0,8,7,9,0,4,4,4,0,9,4,12,0,5,9,14,4,4,6,0,2,2,0,0,5,7,3,3,3,3,3,1,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_5
0,5,0,3,3,6,5,8,0,17,3,24,0,8,15,15,0,8,2,12,0,1,7,11,3,5,5,0,4,2,2,0,5,2,1,1,0,1,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_50
0,5,0,5,5,7,4,10,0,8,1,14,0,3,5,5,0,5,1,7,0,10,8,10,2,2,2,0,4,0,1,0,5,5,2,2,2,2,2,2,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_51
2,5,0,5,6,6,3,9,2,7,5,11,1,2,3,3,2,11,5,22,1,2,11,23,3,3,6,1,4,5,1,0,4,3,1,1,2,1,1,0,1,6,6,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Anomalous_52
3,5,2,4,6,7,3,13,3,12,7,17,1,8,9,9,3,9,2,12,4,3,9,14,3,5,6,5,1,1,1,1,3,7,3,3,3,3,3,1,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_53
1,5,1,5,7,5,2,4,1,14,6,21,0,0,10,10,1,10,4,17,0,1,10,16,4,4,5,1,0,0,0,0,0,0,2,2,2,2,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_54
0,5,0,4,6,7,2,8,0,7,5,12,0,2,2,2,0,9,6,7,0,4,9,6,4,4,8,0,1,0,1,0,1,1,5,5,2,5,5,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_55
0,5,0,4,6,5,2,12,0,11,4,15,0,0,5,5,0,9,4,0,0,2,9,0,2,3,3,0,1,1,1,0,0,0,2,2,4,2,2,0,2,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_56
0,5,0,4,6,5,2,12,0,11,4,15,0,0,5,5,0,9,4,0,0,2,9,0,2,3,3,0,1,1,1,0,0,0,2,2,4,2,2,0,2,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_57
0,5,0,4,7,5,2,4,0,5,3,5,0,0,2,2,0,6,6,0,0,2,6,0,3,3,3,0,4,4,2,0,0,0,3,3,4,3,3,1,2,2,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_58
0,5,0,5,7,5,2,8,0,12,3,14,0,0,5,5,0,7,2,0,0,5,9,0,4,4,5,0,1,0,1,0,0,0,3,3,6,3,3,1,2,5,5,0,1,3,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_59
0,5,0,5,7,5,3,8,0,11,5,15,0,3,2,2,0,9,1,18,0,3,9,19,4,4,5,0,0,0,0,0,9,4,2,2,4,2,2,1,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_6
0,5,0,4,4,5,2,9,0,9,2,11,0,1,5,5,0,10,2,10,0,6,11,11,2,2,4,0,2,1,1,0,5,4,2,2,1,2,2,0,2,2,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_60
0,5,0,4,5,6,3,7,0,7,2,9,0,3,5,5,0,5,5,8,0,5,8,10,3,1,3,0,2,3,2,0,10,2,3,3,2,3,3,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_61
0,5,0,5,5,6,5,11,0,9,3,14,0,3,4,4,0,7,6,6,0,3,9,9,2,3,5,0,4,1,0,0,3,5,0,0,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_62
0,5,0,5,8,5,1,9,0,13,3,25,0,8,9,9,0,10,3,14,0,3,10,14,6,3,7,0,3,2,0,0,9,4,4,4,5,4,4,0,4,5,5,0,3,4,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_63
2,5,0,3,4,5,1,5,2,4,3,4,0,0,2,2,0,6,6,8,0,4,8,10,9,5,11,8,3,1,2,1,2,1,2,2,1,2,2,1,1,6,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_64
3,5,0,5,6,8,5,10,3,5,2,6,0,0,2,2,2,8,4,0,0,3,9,0,3,3,5,3,4,5,3,0,0,0,1,1,1,1,1,1,0,3,3,0,2,2,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Anomalous_65
0,5,0,5,5,7,4,10,0,8,1,14,0,3,5,5,0,5,1,7,0,10,8,10,2,2,2,0,4,0,1,0,5,5,2,2,2,2,2,2,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_66
3,5,2,5,7,8,4,11,2,7,3,7,0,2,1,1,3,4,2,6,0,4,6,6,0,0,2,2,2,2,0,0,4,4,2,2,4,2,2,1,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anomalous_67
1,5,0,5,6,6,3,14,1,19,2,26,2,8,14,14,0,6,2,3,0,2,5,2,0,3,4,1,3,1,0,0,1,8,3,3,1,3,3,0,3,2,2,0,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_68
0,5,0,5,5,5,3,12,0,10,6,11,0,4,3,3,0,7,1,12,0,1,7,13,3,5,5,0,1,1,0,0,6,7,1,1,2,1,1,0,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_69
0,5,0,4,5,5,1,6,0,6,2,7,0,0,4,4,0,7,2,6,0,6,8,6,0,2,2,0,4,3,5,0,0,0,2,2,1,2,2,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_7
0,5,0,5,8,5,0,8,0,15,2,17,0,5,10,10,0,5,2,3,0,0,5,1,2,2,3,0,3,1,0,0,0,3,4,4,5,4,4,0,4,2,2,0,0,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_70
0,5,0,5,7,5,3,5,0,14,4,18,0,5,8,8,0,13,5,42,0,11,17,49,1,4,10,0,5,5,1,0,27,1,2,2,6,2,2,1,1,6,6,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_71
1,5,1,4,4,8,3,8,1,8,7,9,0,3,2,2,0,8,3,22,0,5,9,23,3,4,4,1,1,1,1,0,8,1,2,2,2,2,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_72
0,5,0,3,4,7,1,10,0,5,1,6,0,1,2,2,0,9,1,17,0,6,9,17,3,3,4,0,4,0,2,0,8,4,5,5,3,5,5,1,4,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_73
0,5,0,5,6,7,5,10,0,14,7,22,0,8,9,9,0,11,0,20,0,5,12,21,5,8,8,0,1,1,0,0,9,3,2,2,2,2,2,0,2,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_74
2,5,2,4,6,5,1,5,1,12,4,14,0,0,8,8,1,7,1,10,0,6,6,8,6,6,7,1,1,1,1,0,0,0,2,2,3,2,2,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_75
3,5,2,5,7,5,1,10,3,13,3,15,0,0,3,3,0,7,2,0,0,0,8,0,5,5,8,6,3,2,0,0,0,0,4,4,5,4,4,0,4,5,5,0,2,6,3,1,2,2,4,0,3,0,0,0,0,0,0,0,0,0,0,Anomalous_76
0,5,0,4,4,5,4,13,0,19,5,23,0,0,8,8,0,6,3,1,0,2,5,0,0,0,2,0,2,1,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_77
4,5,2,4,5,5,1,10,3,5,3,7,2,1,1,1,4,6,1,9,2,2,6,8,2,2,3,2,2,2,1,1,2,6,3,3,4,3,3,1,2,3,3,0,1,1,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Anomalous_78
3,5,1,4,5,6,2,7,3,6,5,8,2,2,2,2,1,8,4,10,1,3,9,12,5,5,5,3,4,2,2,0,6,2,3,3,3,3,3,1,2,5,5,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anomalous_79
0,5,0,4,4,7,2,7,0,3,2,7,0,0,2,2,0,4,5,9,0,5,5,10,5,5,5,0,2,0,3,0,0,0,5,5,0,5,5,3,2,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_8
0,5,0,5,8,5,1,9,0,13,3,25,0,8,9,9,0,10,3,14,0,3,10,14,6,3,7,0,3,2,0,0,9,4,4,4,5,4,4,0,4,5,5,0,3,4,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_80
0,5,0,4,5,6,3,7,0,7,2,9,0,3,5,5,0,5,5,8,0,5,8,10,3,1,3,0,2,3,2,0,10,2,3,3,2,3,3,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_81
1,5,0,2,2,10,5,17,1,12,1,14,1,5,9,9,0,8,3,6,3,3,8,6,6,4,6,1,3,0,4,1,1,7,4,4,2,4,4,0,4,3,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Anomalous_82
2,5,0,4,6,5,1,12,2,9,4,14,1,2,3,3,1,8,1,10,0,2,8,11,5,3,5,2,4,3,2,1,4,7,2,2,7,2,2,0,2,4,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Anomalous_83
0,5,0,4,4,8,4,8,0,9,4,12,0,0,2,2,0,9,4,0,0,6,10,0,5,6,6,0,2,1,1,0,0,0,0,0,3,0,0,0,0,5,5,0,1,4,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_84
2,5,1,5,6,5,2,9,2,12,2,15,0,0,8,8,1,6,3,0,0,4,9,0,2,4,5,3,2,2,1,0,0,0,1,1,2,1,1,0,1,3,3,0,2,4,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,Anomalous_85
0,5,0,5,7,7,4,13,0,8,7,9,0,4,4,4,0,9,4,12,0,5,9,14,4,4,6,0,2,2,0,0,5,7,3,3,3,3,3,1,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_86
0,5,0,5,10,12,5,13,0,17,8,19,0,0,5,5,0,6,1,4,0,2,6,6,7,6,8,0,1,2,1,0,0,0,5,5,8,5,5,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_87
2,5,1,4,4,7,2,13,2,21,4,28,4,16,12,12,0,7,1,4,0,4,7,3,1,1,2,2,1,0,3,1,1,6,4,4,5,4,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Anomalous_88
0,5,0,5,6,7,0,9,0,5,4,7,0,0,1,1,0,3,3,0,0,2,8,0,1,3,5,0,3,2,1,0,0,0,4,4,2,4,4,2,2,4,4,0,2,3,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_89
2,5,1,4,5,5,2,6,2,8,1,11,1,3,4,4,1,9,4,15,0,2,9,14,2,3,3,1,3,0,1,0,10,1,3,3,3,3,3,0,3,3,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_9
2,5,2,4,6,5,1,5,1,12,4,14,0,0,8,8,1,7,1,10,0,6,6,8,6,6,7,1,1,1,1,0,0,0,2,2,3,2,2,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_90
3,5,2,5,7,6,3,6,3,7,9,10,1,0,2,2,2,8,3,9,2,1,8,10,3,5,6,5,1,0,0,0,1,0,3,3,1,3,3,0,3,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_91
2,5,1,2,3,5,3,10,2,11,2,14,0,0,4,4,2,8,2,0,0,2,8,0,3,1,4,2,3,3,5,1,0,0,1,1,3,1,1,0,1,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_92
0,5,0,5,7,9,5,15,0,9,6,11,0,3,4,4,0,10,6,14,0,6,9,12,3,3,4,0,1,0,0,0,9,6,3,3,2,3,3,0,3,3,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_93
4,5,3,3,4,7,3,18,4,14,4,22,8,6,10,10,1,11,3,18,6,9,11,17,3,4,4,3,2,0,2,1,7,11,3,3,1,3,3,0,3,4,4,5,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,Anomalous_94
0,5,0,5,7,7,3,10,0,11,9,18,0,3,7,7,0,12,4,17,0,5,13,26,7,8,14,0,2,1,0,0,9,3,4,4,3,4,4,0,4,9,9,0,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_95
0,5,0,5,5,7,3,6,0,4,1,6,0,0,1,1,0,5,2,1,0,4,6,1,1,2,3,0,1,2,1,0,0,0,3,3,2,3,3,2,1,3,3,0,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_96
3,5,2,4,6,7,3,13,3,12,7,17,1,8,9,9,3,9,2,12,4,3,9,14,3,5,6,5,1,1,1,1,3,7,3,3,3,3,3,1,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_97
0,5,0,5,8,5,1,5,0,9,4,15,0,0,5,5,0,6,2,16,0,3,6,15,2,2,2,0,3,2,0,0,0,0,4,4,1,4,4,2,2,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_98
1,5,0,3,3,5,4,6,1,6,3,7,0,0,3,3,1,9,4,14,0,2,9,14,2,1,3,1,3,1,2,1,8,2,1,1,1,1,1,1,0,2,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_99
0,5,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,Normal_0
5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,2,0,2,2,2,0,Normal_1
5,5,1,1,2,2,1,2,2,2,2,2,0,0,1,1,2,2,0,2,0,0,2,2,1,2,2,2,1,2,3,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,2,Normal_10
5,5,0,2,2,2,0,2,2,2,1,2,0,0,0,0,0,2,0,0,0,0,2,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,2,0,2,0,0,0,0,0,0,2,3,0,0,Normal_100
